#File example in k=6,depth=50, including file: 1.3-TransRatio_Letter_Ratio.txt  1.5-84To64.txt

#File name: 1.3-TransRatio_Letter_Ratio.txt
0:1:0:5	2.2079957707478648e-11
0:1:5:0	2.2079957707478648e-11
1:0:0:5	2.2079957707478648e-11
1:0:5:0	2.2079957707478648e-11
0:0:0:6	1.1321577460685518e-11
0:0:6:0	1.1321577460685518e-11
1:1:0:4	6.977723976851267e-14
1:1:4:0	6.977723976851267e-14
0:2:2:2	2.0979498244288792e-14
2:0:2:2	2.0979498244288792e-14
0:2:1:3	1.8624422710290414e-15
0:2:3:1	1.8624422710290414e-15
2:0:1:3	1.8624422710290414e-15
2:0:3:1	1.8624422710290414e-15
0:2:0:4	3.4248996904488924e-20
0:2:4:0	3.4248996904488924e-20
2:0:0:4	3.4248996904488924e-20
2:0:4:0	3.4248996904488924e-20
1:2:1:2	1.3462622051562502e-24
1:2:2:1	1.3462622051562502e-24
2:1:1:2	1.3462622051562502e-24
2:1:2:1	1.3462622051562502e-24
0:3:1:2	2.6531950122724053e-28
0:3:2:1	2.6531950122724053e-28
3:0:1:2	2.6531950122724053e-28
3:0:2:1	2.6531950122724053e-28
1:2:0:3	1.8988981363345124e-28
1:2:3:0	1.8988981363345124e-28
2:1:0:3	1.8988981363345124e-28
2:1:3:0	1.8988981363345124e-28
0:3:0:3	2.9020942095047073e-31
0:3:3:0	2.9020942095047073e-31
3:0:0:3	2.9020942095047073e-31
3:0:3:0	2.9020942095047073e-31
2:2:1:1	5.880156654338184e-40
2:2:0:2	7.087195006978296e-42
2:2:2:0	7.087195006978296e-42
1:3:1:1	9.814741801470992e-43
3:1:1:1	9.814741801470992e-43
1:3:0:2	1.1206433866582871e-43
1:3:2:0	1.1206433866582871e-43
3:1:0:2	1.1206433866582871e-43
3:1:2:0	1.1206433866582871e-43
0:4:1:1	5.955258879028404e-44
4:0:1:1	5.955258879028404e-44
0:4:0:2	2.607351212450184e-47
0:4:2:0	2.607351212450184e-47
4:0:0:2	2.607351212450184e-47
4:0:2:0	2.607351212450184e-47
2:3:0:1	1.1441893189654969e-60
2:3:1:0	1.1441893189654969e-60
3:2:0:1	1.1441893189654969e-60
3:2:1:0	1.1441893189654969e-60
1:4:0:1	4.3888784529716253e-63
1:4:1:0	4.3888784529716253e-63
4:1:0:1	4.3888784529716253e-63
4:1:1:0	4.3888784529716253e-63
0:5:0:1	1.5713605388260068e-64
0:5:1:0	1.5713605388260068e-64
5:0:0:1	1.5713605388260068e-64
5:0:1:0	1.5713605388260068e-64
0:6:0:0	1.8072828789061535e-88
6:0:0:0	1.8072828789061535e-88
3:3:0:0	1.2614371924426154e-88
2:4:0:0	1.6465671974009984e-89
4:2:0:0	1.6465671974009984e-89
1:5:0:0	3.710192371455965e-93
5:1:0:0	3.710192371455965e-93

0:0:4:2	0.7643610845097543
0:0:3:3	0.12450694959423175
0:0:5:1	0.10192352263879503
0:1:3:2	0.002827437504060582
1:0:3:2	0.002827437504060582
0:1:4:1	0.0016471523236271492
1:0:4:1	0.0016471523236271492
0:0:2:4	0.00018313832556514083
0:1:2:3	3.645996657432401e-05
1:0:2:3	3.645996657432401e-05
0:0:6:0	2.6246040593344067e-06
0:1:5:0	2.84148410180019e-07
1:0:5:0	2.84148410180019e-07
1:1:3:1	5.164093977923892e-09
0:0:1:5	2.5417427861539573e-09
1:1:2:2	2.212070578849805e-09
0:1:1:4	1.092932488120278e-09
1:0:1:4	1.092932488120278e-09
1:1:4:0	3.375859837173845e-10
1:1:1:3	8.446882121244756e-13
0:2:3:1	1.913919399303689e-14
2:0:3:1	1.913919399303689e-14
0:2:2:2	4.214599153625785e-15
2:0:2:2	4.214599153625785e-15
0:2:4:0	2.5534664645648224e-17
2:0:4:0	2.5534664645648224e-17
0:2:1:3	7.025952890972666e-18
2:0:1:3	7.025952890972666e-18
0:1:0:5	2.837892313510184e-18
1:0:0:5	2.837892313510184e-18
0:0:0:6	2.210183859295834e-19
1:1:0:4	1.1264821309673818e-19
1:2:2:1	3.093915453223141e-24
2:1:2:1	3.093915453223141e-24
0:2:0:4	2.266704508960631e-24
2:0:0:4	2.266704508960631e-24
1:2:1:2	4.9002693825074304e-26
2:1:1:2	4.9002693825074304e-26
1:2:3:0	3.6054053708835867e-26
2:1:3:0	3.6054053708835867e-26
0:3:2:1	5.646322160805119e-28
3:0:2:1	5.646322160805119e-28
0:3:3:0	1.952021414915476e-29
3:0:3:0	1.952021414915476e-29
0:3:1:2	1.069204784673291e-29
3:0:1:2	1.069204784673291e-29
1:2:0:3	1.281028764294974e-31
2:1:0:3	1.281028764294974e-31
0:3:0:3	3.3495924486214107e-34
3:0:0:3	3.3495924486214107e-34
2:2:1:1	2.601153987502946e-40
2:2:2:0	7.834423503649594e-41
1:3:2:0	1.4839073133359763e-42
3:1:2:0	1.4839073133359763e-42
1:3:1:1	4.247766588514305e-43
3:1:1:1	4.247766588514305e-43
2:2:0:2	9.825395784088725e-44
0:4:1:1	3.5675622421752624e-44
4:0:1:1	3.5675622421752624e-44
1:3:0:2	3.4245359582686136e-45
3:1:0:2	3.4245359582686136e-45
0:4:2:0	2.8784612489411526e-46
4:0:2:0	2.8784612489411526e-46
0:4:0:2	1.058251356996415e-48
4:0:0:2	1.058251356996415e-48
2:3:1:0	1.9715981974384487e-60
3:2:1:0	1.9715981974384487e-60
2:3:0:1	2.0904782969209422e-61
3:2:0:1	2.0904782969209422e-61
1:4:1:0	8.829167794403009e-63
4:1:1:0	8.829167794403009e-63
1:4:0:1	1.0990910885935446e-63
4:1:0:1	1.0990910885935446e-63
0:5:1:0	3.430762561600118e-64
5:0:1:0	3.430762561600118e-64
0:5:0:1	6.861449399236206e-65
5:0:0:1	6.861449399236206e-65
0:6:0:0	1.811466534326505e-88
6:0:0:0	1.811466534326505e-88
3:3:0:0	1.2643683278279438e-88
2:4:0:0	1.6504621796833954e-89
4:2:0:0	1.6504621796833954e-89
1:5:0:0	3.716998130789776e-93
5:1:0:0	3.716998130789776e-93

0:0:5:1	0.9087052723653315
0:0:4:2	0.06991322447597771
0:0:6:0	0.013645076689685254
0:1:4:1	0.0035237289866878966
1:0:4:1	0.0035237289866878966
0:1:5:0	0.0003043300021277494
1:0:5:0	0.0003043300021277494
0:0:3:3	2.8269070806337078e-05
0:1:3:2	2.5937814384442585e-05
1:0:3:2	2.5937814384442585e-05
1:1:4:0	1.5668593762560267e-07
1:1:3:1	6.240822947008739e-09
0:1:2:3	4.1067119755095143e-10
1:0:2:3	4.1067119755095143e-10
0:0:2:4	2.8536266185311695e-11
1:1:2:2	1.5140460806958056e-11
0:2:3:1	7.000146033337565e-15
2:0:3:1	7.000146033337565e-15
0:2:4:0	2.5632411910245694e-15
2:0:4:0	2.5632411910245694e-15
0:2:2:2	8.22595951114711e-18
2:0:2:2	8.22595951114711e-18
0:1:1:4	3.4916260833471525e-18
1:0:1:4	3.4916260833471525e-18
1:1:1:3	3.140470458794924e-18
0:0:1:5	3.386913644543778e-19
0:2:1:3	3.865717605198339e-23
2:0:1:3	3.865717605198339e-23
1:2:3:0	6.664089392423105e-25
2:1:3:0	6.664089392423105e-25
1:2:2:1	2.9190715516001424e-25
2:1:2:1	2.9190715516001424e-25
0:3:3:0	1.928367298082614e-28
3:0:3:0	1.928367298082614e-28
0:3:2:1	1.2204663221018377e-28
3:0:2:1	1.2204663221018377e-28
1:1:0:4	2.191397871573944e-29
1:2:1:2	1.658629141307664e-29
2:1:1:2	1.658629141307664e-29
0:1:0:5	1.2101087510310793e-29
1:0:0:5	1.2101087510310793e-29
0:0:0:6	2.632230447699483e-32
0:2:0:4	1.9401095298237303e-32
2:0:0:4	1.9401095298237303e-32
0:3:1:2	1.3046625807771663e-32
3:0:1:2	1.3046625807771663e-32
1:2:0:3	7.997149196118553e-38
2:1:0:3	7.997149196118553e-38
0:3:0:3	3.3609734448266913e-39
3:0:0:3	3.3609734448266913e-39
2:2:2:0	2.631402679744348e-40
2:2:1:1	2.086622431525404e-41
1:3:2:0	7.062899481058177e-42
3:1:2:0	7.062899481058177e-42
1:3:1:1	3.049906247074227e-44
3:1:1:1	3.049906247074227e-44
0:4:1:1	1.8617662784837582e-45
4:0:1:1	1.8617662784837582e-45
0:4:2:0	9.651845740139091e-46
4:0:2:0	9.651845740139091e-46
2:2:0:2	6.116470189589434e-47
1:3:0:2	5.571599245358478e-49
3:1:0:2	5.571599245358478e-49
0:4:0:2	1.1687074721326968e-51
4:0:0:2	1.1687074721326968e-51
2:3:1:0	2.585222888324771e-60
3:2:1:0	2.585222888324771e-60
1:4:1:0	1.3639317208007417e-62
4:1:1:0	1.3639317208007417e-62
2:3:0:1	9.614163669301324e-63
3:2:0:1	9.614163669301324e-63
0:5:1:0	6.327382577526665e-64
5:0:1:0	6.327382577526665e-64
1:4:0:1	1.9800336659528066e-65
4:1:0:1	1.9800336659528066e-65
0:5:0:1	4.2820944793148997e-66
5:0:0:1	4.2820944793148997e-66
0:6:0:0	1.7773342235767636e-88
6:0:0:0	1.7773342235767636e-88
3:3:0:0	1.2405401585680416e-88
2:4:0:0	1.6192946983239184e-89
4:2:0:0	1.6192946983239184e-89
1:5:0:0	3.6536745726828394e-93
5:1:0:0	3.6536745726828394e-93

0:0:6:0	0.9961166649997321
0:0:5:1	0.0012944148143681387
0:1:5:0	0.0012944148143681387
1:0:5:0	0.0012944148143681387
0:1:4:1	3.018571980132781e-08
1:0:4:1	3.018571980132781e-08
1:1:4:0	3.018571980132781e-08
0:0:4:2	1.2969715227308284e-15
0:2:4:0	1.2969715227308284e-15
2:0:4:0	1.2969715227308284e-15
1:1:3:1	2.240530556931207e-16
0:1:3:2	8.86221153432756e-26
0:2:3:1	8.86221153432756e-26
1:0:3:2	8.86221153432756e-26
1:2:3:0	8.86221153432756e-26
2:0:3:1	8.86221153432756e-26
2:1:3:0	8.86221153432756e-26
0:0:3:3	2.629848453203576e-29
0:3:3:0	2.629848453203576e-29
3:0:3:0	2.629848453203576e-29
1:1:2:2	1.0502928952698203e-38
1:2:2:1	1.0502928952698203e-38
2:1:2:1	1.0502928952698203e-38
0:2:2:2	1.5882388491982966e-43
2:0:2:2	1.5882388491982966e-43
2:2:2:0	1.5882388491982966e-43
0:1:2:3	6.496277573395588e-45
0:3:2:1	6.496277573395588e-45
1:0:2:3	6.496277573395588e-45
1:3:2:0	6.496277573395588e-45
3:0:2:1	6.496277573395588e-45
3:1:2:0	6.496277573395588e-45
0:0:2:4	2.001399970020138e-47
0:4:2:0	2.001399970020138e-47
4:0:2:0	2.001399970020138e-47
1:2:1:2	1.7462972785202894e-61
2:1:1:2	1.7462972785202894e-61
2:2:1:1	1.7462972785202894e-61
0:2:1:3	1.1472069808437926e-64
0:3:1:2	1.1472069808437926e-64
2:0:1:3	1.1472069808437926e-64
2:3:1:0	1.1472069808437926e-64
3:0:1:2	1.1472069808437926e-64
3:2:1:0	1.1472069808437926e-64
1:1:1:3	5.475907070748735e-65
3:1:1:1	5.475907070748735e-65
1:3:1:1	5.4759070707485025e-65
0:0:1:5	5.567920556137296e-66
0:5:1:0	5.567920556137296e-66
5:0:1:0	5.567920556137296e-66
0:1:1:4	1.05515135580691e-68
0:4:1:1	1.05515135580691e-68
1:0:1:4	1.05515135580691e-68
1:4:1:0	1.05515135580691e-68
4:0:1:1	1.05515135580691e-68
4:1:1:0	1.05515135580691e-68
0:0:0:6	9.8160705538778e-91
0:6:0:0	9.8160705538778e-91
6:0:0:0	9.8160705538778e-91
0:3:0:3	6.070507608203715e-91
3:0:0:3	6.070507608203715e-91
3:3:0:0	6.070507608203715e-91
2:2:0:2	5.157292356293429e-91
0:2:0:4	3.824584997831546e-92
0:4:0:2	3.824584997831546e-92
2:0:0:4	3.824584997831546e-92
2:4:0:0	3.824584997831546e-92
4:0:0:2	3.824584997831546e-92
4:2:0:0	3.824584997831546e-92
1:3:0:2	3.144273232274387e-92
3:1:0:2	3.144273232274387e-92
3:2:0:1	3.144273232274387e-92
1:2:0:3	3.144273232274385e-92
2:1:0:3	3.144273232274383e-92
2:3:0:1	3.144273232274383e-92
1:1:0:4	5.804761181725087e-95
1:4:0:1	5.804761181725e-95
4:1:0:1	5.804761181724999e-95
0:1:0:5	1.2284142668179432e-95
0:5:0:1	1.2284142668179432e-95
1:0:0:5	1.2284142668179432e-95
1:5:0:0	1.2284142668179432e-95
5:0:0:1	1.2284142668179432e-95
5:1:0:0	1.2284142668179432e-95

0:1:0:5	0.9087052723653315
0:2:0:4	0.06991322447597771
0:0:0:6	0.013645076689685254
0:1:1:4	0.0035237289866878966
1:1:0:4	0.0035237289866878966
0:0:1:5	0.0003043300021277494
1:0:0:5	0.0003043300021277494
0:3:0:3	2.8269070806337078e-05
0:2:1:3	2.5937814384442585e-05
1:2:0:3	2.5937814384442585e-05
1:0:1:4	1.5668593762560267e-07
1:1:1:3	6.240822947008739e-09
0:3:1:2	4.1067119755095143e-10
1:3:0:2	4.1067119755095143e-10
0:4:0:2	2.8536266185311695e-11
1:2:1:2	1.5140460806958056e-11
0:1:2:3	7.000146033337565e-15
2:1:0:3	7.000146033337565e-15
0:0:2:4	2.5632411910245694e-15
2:0:0:4	2.5632411910245694e-15
0:2:2:2	8.22595951114711e-18
2:2:0:2	8.22595951114711e-18
0:4:1:1	3.4916260833471525e-18
1:4:0:1	3.4916260833471525e-18
1:3:1:1	3.140470458794924e-18
0:5:0:1	3.386913644543778e-19
0:3:2:1	3.865717605198339e-23
2:3:0:1	3.865717605198339e-23
1:0:2:3	6.664089392423105e-25
2:0:1:3	6.664089392423105e-25
1:1:2:2	2.9190715516001424e-25
2:1:1:2	2.9190715516001424e-25
0:0:3:3	1.928367298082614e-28
3:0:0:3	1.928367298082614e-28
0:1:3:2	1.2204663221018377e-28
3:1:0:2	1.2204663221018377e-28
1:4:1:0	2.191397871573944e-29
1:2:2:1	1.658629141307664e-29
2:2:1:1	1.658629141307664e-29
0:5:1:0	1.2101087510310793e-29
1:5:0:0	1.2101087510310793e-29
0:6:0:0	2.632230447699483e-32
0:4:2:0	1.9401095298237303e-32
2:4:0:0	1.9401095298237303e-32
0:2:3:1	1.3046625807771663e-32
3:2:0:1	1.3046625807771663e-32
1:3:2:0	7.997149196118553e-38
2:3:1:0	7.997149196118553e-38
0:3:3:0	3.3609734448266913e-39
3:3:0:0	3.3609734448266913e-39
2:0:2:2	2.631402679744348e-40
2:1:2:1	2.086622431525404e-41
1:0:3:2	7.062899481058177e-42
3:0:1:2	7.062899481058177e-42
1:1:3:1	3.049906247074227e-44
3:1:1:1	3.049906247074227e-44
0:1:4:1	1.8617662784837582e-45
4:1:0:1	1.8617662784837582e-45
0:0:4:2	9.651845740139091e-46
4:0:0:2	9.651845740139091e-46
2:2:2:0	6.116470189589434e-47
1:2:3:0	5.571599245358478e-49
3:2:1:0	5.571599245358478e-49
0:2:4:0	1.1687074721326968e-51
4:2:0:0	1.1687074721326968e-51
2:0:3:1	2.585222888324771e-60
3:0:2:1	2.585222888324771e-60
1:0:4:1	1.3639317208007417e-62
4:0:1:1	1.3639317208007417e-62
2:1:3:0	9.614163669301324e-63
3:1:2:0	9.614163669301324e-63
0:0:5:1	6.327382577526665e-64
5:0:0:1	6.327382577526665e-64
1:1:4:0	1.9800336659528066e-65
4:1:1:0	1.9800336659528066e-65
0:1:5:0	4.2820944793148997e-66
5:1:0:0	4.2820944793148997e-66
0:0:6:0	1.7773342235767636e-88
6:0:0:0	1.7773342235767636e-88
3:0:3:0	1.2405401585680416e-88
2:0:4:0	1.6192946983239184e-89
4:0:2:0	1.6192946983239184e-89
1:0:5:0	3.6536745726828394e-93
5:0:1:0	3.6536745726828394e-93

0:1:1:4	0.8379714530335044
0:1:2:3	0.06531776435744034
0:2:1:3	0.06531776435744034
0:0:1:5	0.01032636676081039
0:1:0:5	0.01032636676081039
1:1:1:3	0.003491512130981808
0:0:2:4	0.0027993980611279203
0:2:0:4	0.0027993980611279203
1:0:1:4	0.0005124781903229173
1:1:0:4	0.0005124781903229173
0:2:2:2	0.0004932392676632297
1:0:2:3	2.600836407893738e-05
1:2:0:3	2.600836407893738e-05
1:1:2:2	1.6931145349863206e-05
1:2:1:2	1.6931145349863206e-05
0:1:3:2	1.3552002421955582e-05
0:3:1:2	1.3552002421955582e-05
0:0:0:6	8.810195584324009e-06
0:0:3:3	4.284082043263735e-06
0:3:0:3	4.284082043263735e-06
1:0:0:5	1.3961157078515427e-06
1:0:3:2	8.253497379552822e-09
1:3:0:2	8.253497379552822e-09
1:2:2:1	3.45337520886958e-09
0:2:3:1	1.6029466287686478e-09
0:3:2:1	1.6029466287686478e-09
1:1:3:1	6.000420673923539e-11
1:3:1:1	6.000420673923539e-11
0:0:4:2	1.733474659794565e-11
0:4:0:2	1.733474659794565e-11
0:1:4:1	4.19643891926635e-12
0:4:1:1	4.19643891926635e-12
2:1:1:2	1.1163953398061412e-14
2:0:1:3	7.833086830311999e-15
2:1:0:3	7.833086830311999e-15
1:0:4:1	2.6365430361418824e-15
1:4:0:1	2.6365430361418824e-15
2:0:0:4	8.626983097324185e-17
2:0:2:2	3.996516365528519e-17
2:2:0:2	3.996516365528519e-17
2:1:2:1	6.780210935989742e-18
2:2:1:1	6.780210935989742e-18
1:2:3:0	2.062239638373401e-18
1:3:2:0	2.062239638373401e-18
0:0:5:1	7.999476782477869e-19
0:5:0:1	7.999476782477869e-19
